0.000000000000000000e+00 6.058733233420544179e-02 1.017410269170318377e-01 1.556440223416184071e-02 8.027216972550377250e-05 7.618655217811465263e-06 2.250209121257285005e-07 7.242849096655845642e-05
1.000000000000000000e+02 3.859344123203380886e-03 1.034691925598931611e-02 4.866799494370272795e-03 3.845566425297874957e-06 6.217901926675040158e-08 1.735889654241873359e-08 3.766028385143727064e-06
2.000000000000000000e+02 3.859344123203380886e-03 1.034691925598931611e-02 4.866799494370272795e-03 3.845566425297874957e-06 6.217901926675040158e-08 1.735889654241873359e-08 3.766028385143727064e-06
3.000000000000000000e+02 3.859344123203380886e-03 1.034691925598931611e-02 4.866799494370272795e-03 3.845566425297874957e-06 6.217901926675040158e-08 1.735889654241873359e-08 3.766028385143727064e-06
4.000000000000000000e+02 3.859344123203380886e-03 1.034691925598931611e-02 4.866799494370272795e-03 3.845566425297874957e-06 6.217901926675040158e-08 1.735889654241873359e-08 3.766028385143727064e-06
5.000000000000000000e+02 3.859344123203380886e-03 1.034691925598931611e-02 4.866799494370272795e-03 3.845566425297874957e-06 6.217901926675040158e-08 1.735889654241873359e-08 3.766028385143727064e-06
6.000000000000000000e+02 3.859344123203380886e-03 1.034691925598931611e-02 4.866799494370272795e-03 3.845566425297874957e-06 6.217901926675040158e-08 1.735889654241873359e-08 3.766028385143727064e-06
7.000000000000000000e+02 3.859344123203380886e-03 1.034691925598931611e-02 4.866799494370272795e-03 3.845566425297874957e-06 6.217901926675040158e-08 1.735889654241873359e-08 3.766028385143727064e-06
8.000000000000000000e+02 3.859344123203380886e-03 1.034691925598931611e-02 4.866799494370272795e-03 3.845566425297874957e-06 6.217901926675040158e-08 1.735889654241873359e-08 3.766028385143727064e-06
9.000000000000000000e+02 3.859344123203380886e-03 1.034691925598931611e-02 4.866799494370272795e-03 3.845566425297874957e-06 6.217901926675040158e-08 1.735889654241873359e-08 3.766028385143727064e-06
1.000000000000000000e+03 3.859344123203380886e-03 1.034691925598931611e-02 4.866799494370272795e-03 3.845566425297874957e-06 6.217901926675040158e-08 1.735889654241873359e-08 3.766028385143727064e-06
1.100000000000000000e+03 3.859344123203380886e-03 1.034691925598931611e-02 4.866799494370272795e-03 3.845566425297874957e-06 6.217901926675040158e-08 1.735889654241873359e-08 3.766028385143727064e-06
1.200000000000000000e+03 3.859344123203380886e-03 1.034691925598931611e-02 4.866799494370272795e-03 3.845566425297874957e-06 6.217901926675040158e-08 1.735889654241873359e-08 3.766028385143727064e-06
1.300000000000000000e+03 3.859344123203380886e-03 1.034691925598931611e-02 4.866799494370272795e-03 3.845566425297874957e-06 6.217901926675040158e-08 1.735889654241873359e-08 3.766028385143727064e-06
1.400000000000000000e+03 3.859344123203380886e-03 1.034691925598931611e-02 4.866799494370272795e-03 3.845566425297874957e-06 6.217901926675040158e-08 1.735889654241873359e-08 3.766028385143727064e-06
1.500000000000000000e+03 3.859344123203380886e-03 1.034691925598931611e-02 4.866799494370272795e-03 3.845566425297874957e-06 6.217901926675040158e-08 1.735889654241873359e-08 3.766028385143727064e-06
1.600000000000000000e+03 3.859344123203380886e-03 1.034691925598931611e-02 4.866799494370272795e-03 3.845566425297874957e-06 6.217901926675040158e-08 1.735889654241873359e-08 3.766028385143727064e-06
1.700000000000000000e+03 3.859344123203380886e-03 1.034691925598931611e-02 4.866799494370272795e-03 3.845566425297874957e-06 6.217901926675040158e-08 1.735889654241873359e-08 3.766028385143727064e-06
1.800000000000000000e+03 3.859344123203380886e-03 1.034691925598931611e-02 4.866799494370272795e-03 3.845566425297874957e-06 6.217901926675040158e-08 1.735889654241873359e-08 3.766028385143727064e-06
1.900000000000000000e+03 3.859344123203380886e-03 1.034691925598931611e-02 4.866799494370272795e-03 3.845566425297874957e-06 6.217901926675040158e-08 1.735889654241873359e-08 3.766028385143727064e-06
2.000000000000000000e+03 3.859344123203380886e-03 1.034691925598931611e-02 4.866799494370272795e-03 3.845566425297874957e-06 6.217901926675040158e-08 1.735889654241873359e-08 3.766028385143727064e-06
2.100000000000000000e+03 3.859344123203380886e-03 1.034691925598931611e-02 4.866799494370272795e-03 3.845566425297874957e-06 6.217901926675040158e-08 1.735889654241873359e-08 3.766028385143727064e-06
2.200000000000000000e+03 3.859344123203380886e-03 1.034691925598931611e-02 4.866799494370272795e-03 3.845566425297874957e-06 6.217901926675040158e-08 1.735889654241873359e-08 3.766028385143727064e-06
2.300000000000000000e+03 3.859344123203380886e-03 1.034691925598931611e-02 4.866799494370272795e-03 3.845566425297874957e-06 6.217901926675040158e-08 1.735889654241873359e-08 3.766028385143727064e-06
