0.000000000000000000e+00 5.630616827435750565e-02 9.471582356561546179e-02 1.459450714230070383e-02 7.791310781612992287e-05 6.444341124733909965e-06 2.463852979417424649e-07 7.122238457668572664e-05
1.000000000000000000e+01 7.683737427916779647e-03 1.485501953370606774e-02 5.823359680263788182e-03 2.519140070944558829e-05 5.517867975868284702e-07 1.596857259755779523e-07 2.447992847010027617e-05
2.000000000000000000e+01 6.154132389088494588e-03 1.304587407590336937e-02 5.346324482611047001e-03 1.228513701789779589e-05 2.900330287047836464e-07 5.067337127684368170e-08 1.194443029817193747e-05
3.000000000000000000e+01 4.751990374720935044e-03 1.108322163072135609e-02 5.062528710173454932e-03 7.135253781598294154e-06 1.599513268502050778e-07 1.475219590929555125e-08 6.960550308576785028e-06
4.000000000000000000e+01 3.971055790549702334e-03 1.053370660114143209e-02 4.887756767521546364e-03 4.550350240606348962e-06 8.458911082698250539e-08 1.616459854858476319e-08 4.449596417543943971e-06
5.000000000000000000e+01 3.890023564699854851e-03 1.024016770395486629e-02 4.869157162088754570e-03 3.294113867013948038e-06 4.184452961908391444e-08 1.704746388497824228e-08 3.235221811337396502e-06
6.000000000000000000e+01 3.795213265553078631e-03 1.011332094090461667e-02 4.864874353593717608e-03 2.811276772263227031e-06 3.080649335629459529e-08 1.290664997100066103e-08 2.767563728411914781e-06
7.000000000000000000e+01 3.908913322271140300e-03 1.022410002573069347e-02 4.896757245248007512e-03 2.456110905768582597e-06 3.226998757099863724e-08 1.364803825509852686e-08 2.410192792012821883e-06
8.000000000000000000e+01 3.908913322271140300e-03 1.022410002573069347e-02 4.896757245248007512e-03 2.456110905768582597e-06 3.226998757099863724e-08 1.364803825509852686e-08 2.410192792012821883e-06
9.000000000000000000e+01 3.908913322271140300e-03 1.022410002573069347e-02 4.896757245248007512e-03 2.456110905768582597e-06 3.226998757099863724e-08 1.364803825509852686e-08 2.410192792012821883e-06
1.000000000000000000e+02 3.908913322271140300e-03 1.022410002573069347e-02 4.896757245248007512e-03 2.456110905768582597e-06 3.226998757099863724e-08 1.364803825509852686e-08 2.410192792012821883e-06
1.100000000000000000e+02 3.908913322271140300e-03 1.022410002573069347e-02 4.896757245248007512e-03 2.456110905768582597e-06 3.226998757099863724e-08 1.364803825509852686e-08 2.410192792012821883e-06
1.200000000000000000e+02 3.908913322271140300e-03 1.022410002573069347e-02 4.896757245248007512e-03 2.456110905768582597e-06 3.226998757099863724e-08 1.364803825509852686e-08 2.410192792012821883e-06
1.300000000000000000e+02 3.908913322271140300e-03 1.022410002573069347e-02 4.896757245248007512e-03 2.456110905768582597e-06 3.226998757099863724e-08 1.364803825509852686e-08 2.410192792012821883e-06
1.400000000000000000e+02 3.908913322271140300e-03 1.022410002573069347e-02 4.896757245248007512e-03 2.456110905768582597e-06 3.226998757099863724e-08 1.364803825509852686e-08 2.410192792012821883e-06
1.500000000000000000e+02 3.908911169540917052e-03 1.022409732859937311e-02 4.896758187656067088e-03 2.456081119817099534e-06 3.226548273005391820e-08 1.365143909026755864e-08 2.410164142929716036e-06
1.600000000000000000e+02 3.908911169540917052e-03 1.022409732859937311e-02 4.896758187656067088e-03 2.456081119817099534e-06 3.226548273005391820e-08 1.365143909026755864e-08 2.410164142929716036e-06
