0.000000000000000000e+00 1.140307057355195303e-01 1.874183658660017460e-01 2.910737319129301504e-02 7.718734559603035450e-04 2.503370342310518026e-05 3.595539055822882801e-06 7.432441925629973412e-04
1.000000000000000000e+02 1.127015225299441981e-01 1.881011810726389011e-01 2.822162143361362646e-02 1.749377697706222534e-04 2.821497400873340666e-05 3.253136355851893313e-07 1.463974767830222845e-04
2.000000000000000000e+02 1.125201188357268234e-01 1.876553175817136099e-01 2.823089447892822290e-02 2.198720030719414353e-04 2.745853998931124806e-05 1.607006652193376794e-06 1.908064587041735649e-04
3.000000000000000000e+02 1.117729454489329033e-01 1.878290024432046346e-01 2.784215943185286077e-02 3.774530487135052681e-04 3.923449185094796121e-05 5.613912071567028761e-05 2.820794470608234406e-04
4.000000000000000000e+02 1.118063950731999906e-01 1.872089773954664083e-01 2.791482088354363053e-02 2.748981059994548559e-04 3.085685602854937315e-05 1.522869638392876368e-06 2.425183774903416634e-04
5.000000000000000000e+02 1.107728434904906717e-01 1.854703475393026657e-01 2.775190309948383227e-02 3.283927799202501774e-04 2.884864079533144832e-05 2.000242602662183344e-05 2.795417094603180885e-04
6.000000000000000000e+02 1.114711848554740259e-01 1.857445555160851802e-01 2.801135086587943496e-02 2.798511704895645380e-04 2.655103162396699190e-05 3.361620201758341864e-06 2.499385154806077480e-04
7.000000000000000000e+02 1.112984638297136036e-01 1.854644673795108889e-01 2.799303843182098309e-02 2.104909217450767756e-04 2.990647408296354115e-05 1.697229527053423226e-05 1.636121451156213880e-04
8.000000000000000000e+02 1.103497102539114927e-01 1.853341873346866508e-01 2.745031380334171656e-02 2.432662731735035777e-04 2.919852340710349381e-05 6.837045134489017073e-07 2.133840462192893028e-04
9.000000000000000000e+02 1.104578285249936398e-01 1.845027173072529281e-01 2.765003916607223361e-02 1.693924423307180405e-04 2.745252277236431837e-05 2.950157522718654945e-07 1.416449085809290409e-04
1.000000000000000000e+03 1.106261611410983697e-01 1.837315135088607998e-01 2.790478071215695896e-02 3.110327525064349174e-04 2.543861774029210210e-05 1.210835762321949005e-06 2.843833062797784805e-04
1.100000000000000000e+03 1.098749376616284801e-01 1.836388209457220089e-01 2.753153282396749932e-02 2.237078006146475673e-04 2.643593325046822429e-05 3.506620942061999813e-06 1.937652414198964834e-04
1.200000000000000000e+03 1.096974817119406448e-01 1.832113088835866099e-01 2.751275837244033032e-02 1.789286034181714058e-04 2.805894655466545373e-05 8.402234016102738678e-06 1.424674264853820205e-04
1.300000000000000000e+03 1.092420842019034971e-01 1.840734799310732306e-01 2.713514792862843986e-02 3.623990050982683897e-04 3.084990748902782798e-05 2.470513663865858689e-06 3.290785825811326504e-04
1.400000000000000000e+03 1.091850514585362281e-01 1.823496146894579839e-01 2.735322129892813273e-02 1.660656271269544959e-04 2.668518573045730591e-05 2.882312060137337539e-07 1.390922116115689278e-04
1.500000000000000000e+03 1.087040419411806347e-01 1.816274949806692407e-01 2.722585714980135449e-02 1.668909389991313219e-04 2.647935252753086388e-05 1.188965143228415400e-06 1.392226258758455515e-04
1.600000000000000000e+03 1.073168515502275211e-01 1.819641706972872919e-01 2.651807525782710895e-02 6.835174281150102615e-04 2.993775160575751215e-05 2.237261469417717308e-06 6.513423868454992771e-04
1.700000000000000000e+03 1.083343889727609588e-01 1.809417179887658766e-01 2.715309602190369570e-02 1.642854767851531506e-04 2.629714981594588608e-05 2.875452764783403836e-07 1.377007865812629461e-04
1.800000000000000000e+03 1.081082017956708358e-01 1.803969205801030096e-01 2.711842144660365009e-02 1.661833375692367554e-04 2.574895188445225358e-05 3.464534188424295280e-07 1.400879264110699296e-04
1.900000000000000000e+03 1.079391545346019554e-01 1.800335222286031656e-01 2.710934124172246357e-02 1.768343499861657619e-04 2.652171315276063979e-05 2.528446430005715229e-06 1.477841869927942753e-04
2.000000000000000000e+03 1.076330842640540325e-01 1.796137434180293257e-01 2.701226896288681789e-02 1.656656677369028330e-04 2.585792753961868584e-05 5.703856231775716878e-07 1.392373524140566587e-04
2.100000000000000000e+03 1.075113349813467539e-01 1.794248082126826127e-01 2.791900852902759120e-02 4.626834415830671787e-04 6.004160240991041064e-05 2.150456712115556002e-04 1.875961752375587821e-04
2.200000000000000000e+03 1.069108525785751607e-01 1.787807436039894893e-01 2.674575557065365580e-02 1.636562228668481112e-04 2.590053554740734398e-05 2.977119777369807707e-07 1.374579733237624168e-04
2.300000000000000000e+03 1.069629532071471323e-01 1.787225140085833830e-01 2.678163307816260399e-02 1.773486583260819316e-04 2.676544318092055619e-05 1.371344751532888040e-06 1.492118753958493471e-04
